S.No,Tracking ID,Kollegeapply ID,Client Name,Account Category,Onboarding Status,Campaign Status,Type of Account,Account Zone,State,City,Sales TL,Sales AM,Ops Zonal Manager,Ops TL,OPS AM,Payment Status,Course,Type of Calling,Deal Type,Performance Parameter,Delivery Method,Min Daily Lead Limit(DLL),Max Daily Lead Limit(DLL)	,CRM,CRM Access Status,Client Name in CRM,Feedback Status,CRM Data Status,Application Form Link,Delivery Remark (Objective),Target Lead,Target Application,Target Admission,On-Boarding Date,Delivery Start Date,Delivery End Date,No. of Days,Ads Approval,Ads Status,Landing Page Used,Ads Redirection Link,Ads Started Date,META Status,API Limit,Maximum DLL (Daily Lead Limit),Regular DLL (Daily Lead Limit),Lead Origin - Ads Leads,Application Form Fee,Application Last Date,KAPP LP - Adwords Desktop,KAPP LP - Adwords Mobile,KAPP LP - Bing,KAPP LP - META,KAPP LP - SMS,KAPP LP - Email,KAPP LP - Whatsapp,Duplicate Lead Code,Application Code,Vendor Code,Admission Code,OTP Page ?,Application Status,Application Remarks,Admission Status,Admission Remarks,Campaign Remarks
371,12000371,7001910,Edinbox - AICLET,,Onboarded,Active,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,Law,Client,CPA,Application,API,100,150,Client,Received,AICLET,,UnMask,https://apply.aiclet.org/?source=KollegeApply&CampaignName=bk01,"API: 15-20 DLL
Conversion Target - Pan India",,15,,13-Feb-2026,23-Feb-2026,,50,No,Not Running,NA,,,Not Required,No,200,200,,,27-Feb-2026,ca371,cb371,cc371,cm371,cs371,ce371,cw371,cad371,cap371,cv371,,,Lead Stage,"Include Paid,Provisional,Counselling Form",,,
372,12000372,7015828,Edinbox - GCSET,,Onboarded,Paused,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,Computer Science,Client,CPA,Application,API,100,150,Client,Received,GCSET,,UnMask,https://gcset.org/?source=KollegeApply&CampaignName=bk01,"API: 15-20 DLL
Conversion Target - Pan India",,15,,13-Feb-2026,24-Feb-2026,,49,No,Not Running,NA,,,Not Required,No,20,20,,,,ca372,cb372,cc372,cm372,cs372,ce372,cw372,cad372,cap372,cv372,,,,,,,As discussed in meeting this campaign will be paused
373,12000373,7042836,Edinbox - GMCET,,Onboarded,Paused,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,Mass Comm,Client,CPA,Application,API,100,150,Client,Received,GMCET,,UnMask,https://gmcet.org/?source=KollegeApply&CampaignName=bk01,"API: 15-20 DLL
Conversion Target - Pan India",,10,,13-Feb-2026,24-Feb-2026,,49,No,Not Running,NA,,,Not Required,No,20,20,,,,ca373,cb373,cc373,cm373,cs373,ce373,cw373,cad373,cap373,cv373,,,,,,,As discussed in meeting this campaign will be paused
374,12000374,7042890,Edinbox - AIACAT,,Onboarded,Paused,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,B.Sc Agri,Client,CPA,Application,API,100,150,Client,Received,AIACAT,,UnMask,https://aiacat.com/?source=KollegeApply&CampaignName=bk01,"Google Campaign only: Agriculutre
API: Agri 40-50
Conversion Target - Pan India",,10,,13-Feb-2026,23-Feb-2026,,50,Yes - Open,Not Running,Client LP,,,Not Required,No,20,20,,,,ca374,cb374,cc374,cm374,cs374,ce374,cw374,cad374,cap374,cv374,,,,,,,As discussed in meeting this campaign will be paused
375,12000375,,Edinbox - GAHET,,Onboarded,Paused,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Dinesh Singh,NA,Allied Health,Client,CPA,Application,API,100,150,Client,Received,GAHET,,UnMask,https://application.gahet.org/?source=KollegeApply&CampaignName=bk01,"API: 15-20 DLL
Conversion Target - Pan India",,10,,13-Feb-2026,23-Feb-2026,,50,No,Not Running,NA,,,Not Required,No,20,20,,,,ca375,cb375,cc375,cm375,cs375,ce375,cw375,cad375,cap375,cv375,,,,,,,
376,12000376,,"BP Marine, Navi Mumbai",,Onboarded,Active,College/University,West,Maharashtra,Navi Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Kartik,,,Client,Branding,Admission,Google Sheet,15,30,Google Sheet,Received,,,UnMask,,,1000,,20,13-Feb-2026,16-Feb-2026,,57,Yes - Open,Not Running,,-,,,,,,,,,ca376,cb376,cc376,cm376,cs376,ce376,cw376,cad376,cap376,cv376,,,,,,,
377,12000377,7050149,Roorkee Institute of Technology,,Onboarded,Active,College/University,North,Uttarakhand,Roorkee,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,"B.tech, BBA, BCA, MBA, MTECH, MCA, BSc, BPT, BMLT",Client,CPS,Admission,API,40,50,LSQ,Received,Roorkee Institute of Technology,,Mask,https://ritroorkee.com/direct-enquiry-form/?utm_source=kollege&utm_medium=bk01&utm_campaign=2026,,,,20,13-Feb-2026,17-Feb-2026,,56,No,LP Form Submitted,KAPP LP,https://ritroorkee.com/direct-enquiry-form/?utm_source=kollege&utm_medium=bk01&utm_campaign=2026,,,Yes,50,50,,,,ca377,cb377,cc377,cm377,cs377,ce377,cw377,cad377,cap377,cv377,,No,,,,,
378,12000378,7042884,Noida International University,,Onboarded,Active,College/University,North,Haryana,Gurgaon,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,All Courses,Client,CPL,Leads,Redirection,100,150,NPF,Received,Noida International University,,Mask,https://niu.edu.in/niu-admission1-2026/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,3000,,,12-Feb-2026,17-Feb-2026,,56,No,Not Running,NA,,,Not Required,No,10,10,,,,ca378,cb378,cc378,cm378,cs378,ce378,cw378,cad378,cap378,cv378,,,Dashboard,,,,
379,12000379,7016350,NIST University,,Onboarded,Active,College/University,East,Odisha,Brahmapur,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,All Courses,Client,CPL,Admission,API,50,100,NPF,Received,NIST University,,UnMask,https://admission.nist.edu/?utm_source=kollegeapply&utm_medium=textlinkb&utm_campaign=2026,,1000,,20,17-Feb-2026,17-Feb-2026,,56,"Yes run only in Odisha, Jharkhand & Bihar",Running,Client LP,,,,Yes,50,100,,,,ca379,cb379,cc379,cm379,cs379,ce379,cw379,cad379,cap379,cv379,,Yes,Dashboard,Paid Applications,,,
380,12000380,7037656,Dr. Subhash University,,Onboarded,Active,College/University,West,Gujarat,Junagadh,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,-,All Courses,Client,CPS,Admission,API,50,200,NPF 5,Received,Dr. Subhash University,,Mask,https://dsuni.ac.in/admission-enquiry/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,,50,17-Feb-2026,18-Feb-2026,,55,,Not Running,,https://lp.kollegeapply.com/DSUNI-admission-guidance2026/?utm_source=kapp_lp&utm_medium=ca380&utm_campaign=12000380,,,Yes,120,120,,,,ca380,cb380,cc380,cm380,cs380,ce380,cw380,cad380,cap380,cv380,,,Dashboard,,Dashboard,,
381,12000381,7050080,Kadi Sarva Vishwavidyalaya,,Onboarded,Active,College/University,West,Gujarat,Gandhinagar,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,-,All Courses,Client,Branding,,Google Sheet,20,100,Google Sheet,NA,,,UnMask,-,,1000,,,17-Feb-2026,17-Feb-2026,,56,,Not Running,,-,,,,100,100,,,,ca381,cb381,cc381,cm381,cs381,ce381,cw381,cad381,cap381,cv381,,,Vlookup,,Vlookup,,
382,12000382,7039107,TransStadia University,,Onboarded,Active,College/University,West,Gujarat,Ahmedabad,Bhumit Sagathiya,Mahir,Govind Mahara,Aadesh Kumar,Paras Chaturvedi,-,All Courses,Client,CPS,Admission,API,50,200,NPF,Not Received,,,,https://tsuniv.edu.in/enquiry/?utm_source=kollegeapply&utm_medium=kapp01&utm_campaign=2026,,,,30,17-Feb-2026,6-Mar-2026,,39,No,Not Running,,-,,,,200,200,,,,ca382,cb382,cc382,cm382,cs382,ce382,cw382,cad382,cap382,cv382,,No,Offline,,Offline,,
383,12000383,7042996,Royal Global University,,Onboarded,Paused,College/University,East,Assam,Guwahati,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,"BA, B.Arch, BBA, BCA, B.Com, B.Des, BHM, BMLT, B.optom, B.Pharma, BPT, B.Tech, MBA, MCA, MSW, M.Sc, MA",Client,CPA,Application,API,30,50,NPF 5,Received,Royal Global University,,UnMask,https://admissions.rgu.ac/,,5000,75,,17-Feb-2026,17-Feb-2026,,56,No,Not Running,NA,,,,Yes,,500,,,,ca383,cb383,cc383,cm383,cs383,ce383,cw383,cad383,cap383,cv383,,Yes,Dashboard,Paid Applications,Dashboard,Enrolment Status,Payment issue
384,12000384,7054181,Emversity School of Hospitality,,Onboarded,Active,College/University,East,Karnataka,Bangalore,Viswajeet Biswal,Yashveer Singh,Dinesh Singh,Anubha Agrawal,Anubha Agrawal,Will be received,All Courses,Client,CPS,Admission,API,-,-,LSQ,Not Received,72959-Beyond Odds Technologies Private Limited,Realtime,Mask,-,,20000,,100,17-Feb-2026,16-Feb-2026,,57,Yes - Hidden,Not Running,KAPP LP,-,,,No,,,,,,ca384,cb384,cc384,cm384,cs384,ce384,cw384,cad384,cap384,cv384,,,Lead Stage,Enrolled,Lead Stage,Enrolled,
385,12000385,7030392,Dr Kakarla Subba Rao Centre for Healthcare Management,,Onboarded,Active,College/University,West,Telangana,Hyderabad,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,-,Post Graduate Diploma in Hospital Management,Client,CPL,Admission,Google Sheet,25,50,Google Sheet,NA,,Offline,UnMask,-,,1250,,10,17-Feb-2026,26-Feb-2026,,47,No,Not Running,,,,,No,10,10,,,,ca385,cb385,cc385,cm385,cs385,ce385,cw385,cad385,cap385,cv385,,,,,,,
386,12000386,7042695,KK Modi University,,Onboarded,Active,College/University,West,Chhattisgarh,Durg,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In process,"B.tech,Bca,BBA,B.com,b.des,M.com,MBA,Executive Mba,,MCA,",Client,CPS,Admission,API,50,150,NPF 6,Received,,,,,,10000,,25,17-Feb-2026,18-Feb-2026,,55,No,Not Running,,,,,,,,,,,ca386,cb386,cc386,cm386,cs386,ce386,cw386,cad386,cap386,cv386,,,Dashboard,Paid Applications,,,
387,12000387,7042719,Lamrin Tech Skills University,,Onboarded,Active,College/University,North,Punjab,Rupnagar,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,Pending,All Courses,Client,CPL,Admission,API,30,50,NPF 6,Received,"Lamrin Tech Skills University, Punjab",,UnMask,,,,100,50,18-Feb-2026,18-Feb-2026,,55,Yes - Hidden,Running,Client LP,https://www.ltsu.ac.in/apply-now?utm_source=kollegeapply&utm_medium=textkinkc&utm_campaign=2026,,,No,40,40,,,,ca387,cb387,cc387,cm387,cs387,ce387,cw387,cad387,cap387,cv387,,,Dashboard,,,,
388,12000388,7044190,Acharyapuram Agri Business Management School,,Onboarded,Active,College/University,North,Uttar Pradesh,Greater Noida,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ayush Goel,Received,MBA in Agri Business Management,Client,CPL,Admission,Redirection,20,40,Extraaedge,Received,Acharyapuram Agri Business Management School,,Mask,,,300,,5,19-Feb-2026,10-Mar-2026,,35,Yes - Open,Ads Form Submitted,Client LP,https://abms.org.in/admission/?utm_source=KollegeApply&utm_medium=kapp01&utm_campaign=2026,,Not Required,No,,,,,,ca388,cb388,cc388,cm388,cs388,ce388,cw388,cad388,cap388,cv388,,,,,,,API data not to be pushed
389,12000389,,Accu Study,,Not Onboarded,Active,Consultant,,Delhi,New Delhi,,,Dinesh Singh,Dinesh Singh,Dinesh Singh,NA,MBA/PGDM,Client,,,API,,,NPF 4,Received,Accustudy LLP,,Mask,,,,,,,20-Feb-2026,,53,No,Not Required,NA,,,Not Required,No,100,100,,,,ca389,cb389,cc389,cm389,cs389,ce389,cw389,cad389,cap389,cv389,,,,,,,
390,12000390,7050157,RAJAGIRI SOCIAL SCIENCE COLLEGE,,Onboarded,Active,College/University,South,Kerala,Kochi,Raghav Luthra,Roshan Das,Govind Mahara,govind Mahara,Kannav Kapoor,Received,"BBA,BCA,BCOM,BSC,BSW,MCA,MSW,MAHRM",Client,CPL,Admission,API,12,12,NPF 8,Not Received,,,,,,,,15,19-Feb-2026,26-Feb-2026,,47,Yes - Open,Not Running,,,,,,,50,,,,ca390,cb390,cc390,cm390,cs390,ce390,cw390,cad390,cap390,cv390,,,Lead Stage,,Lead Stage,,
391,12000391,7052699,Rungta International Skills University,,Onboarded,Active,College/University,West,Chhattisgarh,Bhilai,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Received,All Courses,Client,CPS,Admission,API,50,150,NPF,Received,,,,,,15000,,75,16-Feb-2026,19-Feb-2026,,54,No,Not Running,,,,,,,,,,,ca391,cb391,cc391,cm391,cs391,ce391,cw391,cad391,cap391,cv391,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
392,12000392,7054062,St. Xavier's College,,Onboarded,Active,College/University,East,Jharkhand,Ranchi,Viswajeet Biswal,Biram Hansdah,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Received,"B.Sc, B.com, BBA, BCA, B.A.",,Branding,Leads,API,10,250,Google Sheet,NA,St. Xavier's College,,UnMask,,,250,,,21-Feb-2026,21-Feb-2026,,52,Yes - Open,Not Running,KAPP LP,https://lp.kollegeapply.com/Xavier%27s-Ranchi-admission-guidance2026/?utm_source=kapp_lp&utm_medium=cc392&utm_campaign=12000392,,,,,10,,,,ca392,cb392,cc392,cm392,cs392,ce392,cw392,cad392,cap392,cv392,,,,,,,
393,12000393,7050508,Bengal Institute of Business Studies,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Advance received,"MBA/PGDM,BBA",Client,CPL,Admission,API,5,10,Client,NA,,,,,,200,,2,21-Feb-2026,21-Feb-2026,,52,Yes - Open,Not Running,NA,,,,,,10,,,,ca393,cb393,cc393,cm393,cs393,ce393,cw393,cad393,cap393,cv393,,,,,,,
394,12000394,7042568,IMS Unison University,,Onboarded,Active,College/University,North,Uttarakhand,Dehradun,Karan Juneja,Satyam Verma,Dinesh Singh,Dinesh Singh,Ayush Goel,NA,All Courses,Client,CPS,Admission,API,50,50,NPF,Received,IMS Unison University,,UnMask,,,,,50,23-Feb-2026,23-Feb-2026,,50,No,Not Running,Client LP,https://admission.iuu.ac/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=2026,,,No,50,50,,,,ca394,cb394,cc394,cm394,cs394,ce394,cw394,cad394,cap394,cv394,,,,,,,
395,12000395,7050935,Bhojia Dental College & Hospital,,Onboarded,Active,College/University,North,Himachal Pradesh,Baddi,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,Pending,All Courses,Client,CPL,Admission,Google Sheet,10,30,Google Sheet,NA,Bhojia Dental College & Hospital,,UnMask,,,,,7,23-Feb-2026,23-Feb-2026,,50,No,No Search Volume,NA,,,,No,10,10,,,,ca395,cb395,cc395,cm395,cs395,ce395,cw395,cad395,cap395,cv395,,,,,,,
396,12000396,7050836,Swami Devi Dyal Group of Professional Studies,,Onboarded,Active,College/University,North,Haryana,Panchkula,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,Pending,All Courses,Client,CPL,Admission,API,20,50,NPF 8,Received,Swami Devi Dyal Group of Professional Institutes,,UnMask,,,,,20,23-Feb-2026,24-Feb-2026,,49,Yes - Hidden,Not Running,NA,,,,No,100,70,,,,ca396,cb396,cc396,cm396,cs396,ce396,cw396,cad396,cap396,cv396,,,,,,,
397,12000397,7048983,SVIET,,Onboarded,Active,College/University,North,Punjab,Banur,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,Pending,All Courses,Client,CPL,Admission,API,100,1000,NPF 5,Received,Swami Vivekanand Institute of Engineering and Technology,,UnMask,,,,,30,23-Feb-2026,20-Mar-2026,,25,No,Not Running,Client LP,,,,No,100,100,,,,ca397,cb397,cc397,cm397,cs397,ce397,cw397,cad397,cap397,cv397,,,,,,,
398,12000398,,SPJIMR GMP,,Onboarded,Active,College/University,West,Maharashtra,Mumbai,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Aadesh Kumar,In Process,GMP (Global Management Program),Client,Branding,Application,API,15,30,NPF,Not Received,,,,,,300,20,,23-Feb-2026,23-Feb-2026,,50,Yes - Open,Running,,,,,,30,30,,,,ca398,cb398,cc398,cm398,cs398,ce398,cw398,cad398,cap398,cv398,,,,,,,
399,12000399,7050136,Apollo University,,Onboarded,Active,College/University,West,Andhra Pradesh,Chittoor,Bhumit Sagathiya,Bhumit Sagathiya,Govind Mahara,Govind Mahara,Surchand Laitonjam,-,All Courses,Client,CPA,Application,API,50,100,NPF 6,Received,The Apollo University,Realtime,UnMask,https://admissions.apollouniversity.edu.in/,,,50,,23-Feb-2026,24-Feb-2026,,49,No,Not Running,,https://admissions.apollouniversity.edu.in/?utm_source=kollegeapply&utm_medium=textlinka&utm_campaign=2026,,,No,100,100,,,,ca399,cb399,cc399,cm399,cs399,ce399,cw399,cad399,cap399,cv399,,No,Dashboard,,,,
400,12000400,7034951,College of Hospitality Administration,,Onboarded,Active,College/University,West,Rajasthan,Jaipur,Mayank Kothari,Mohit Thakur,Govind Mahara,Govind Mahara,Kannav Kapoor,Received,All Courses,Client,CPS,Admission,Google Sheet,60,60,Google Sheet,NA,,,,,,,,10,24-Feb-2026,25-Feb-2026,,48,No,Not Running,,,,,,,50,,,,ca400,cb400,cc400,cm400,cs400,ce400,cw400,cad400,cap400,cv400,,,Lead Stage,,Lead Stage,,
401,12000401,7050171,Career College,,Onboarded,Active,College/University,West,Madhya Pradesh,Bhopal,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,Received,All Courses,Client,CPS,Admission,API,-,100,Offline,Not Received,,,,,,,,50,23-Feb-2026,23-Feb-2026,,50,No,Not Running,,,,,,,,,,,ca401,cb401,cc401,cm401,cs401,ce401,cw401,cad401,cap401,cv401,,,,,,,
402,12000402,7050145,BM Group,,Onboarded,Active,College/University,North,Haryana,Gurgaon,Karan Juneja,Shubham Rana,Dinesh Singh,Dinesh Singh,Ayush Goel,Received,All Courses,Client,CPS,Admission,API,80,120,NPF,Received,BM Group of Institutions,,UnMask,,,,,20,24-Feb-2026,24-Feb-2026,,49,Yes - Open,Ads Form Submitted,Client LP,,,,No,1500,1500,,,,ca402,cb402,cc402,cm402,cs402,ce402,cw402,cad402,cap402,cv402,,,Dashboard,,,,
403,12000403,7054070,Runax Institute of Hotel Management,,Onboarded,Active,College/University,East,West Bengal,Kolkata,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Advance received,"(Hotel/Hospitality/Hospital) Management, BBA, BCA",Client,CPS,Admission,API,5,10,Client,Received,Runax Institute,,UnMask,,,500,,5,24-Feb-2026,24-Feb-2026,,49,Yes - Open,Not Running,NA,,,,,,30,,,,ca403,cb403,cc403,cm403,cs403,ce403,cw403,cad403,cap403,cv403,,,,,Lead Stage,Status,
404,12000404,7054182,Apollo Healthcare Academy,,Onboarded,Active,College/University,East,Telangana,Hyderabad,Viswajeet Biswal,Yashveer Singh,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Not received yet,Allied Health Sciences,Client,CPS,Admission,API,-,-,NPF 4,Received,Apollo Allied Health Academy,,Mask,https://admissions.apollohealthcareacademy.com/?utm_source=kollegeapply&utm_medium=kcll&utm_campaign=2026,,40000,600,200,24-Feb-2026,24-Feb-2026,,49,"No, but we can run",Not Running,NA,,,,,,500,,,,ca404,cb404,cc404,cm404,cs404,ce404,cw404,cad404,cap404,cv404,,,Dashboard,Paid Applications,,,
405,12000405,,HKBK,,Onboarded,Active,College/University,South,Karnataka,Bangalore,Raghav Luthra,Roshan Das,Govind Mahara,Govind Mahara,Anshika Dwivedi,In Process,"Btech, bba, bcom., bca",Client,CPS,Admission,API,100,200,NPF 5,Not Received,HKBK Group Of Institutions,,Mask,,,,,50,25-Feb-2026,5-Mar-2026,,40,Yes - Open,Not Running,,https://www.hkbk.edu.in/?utm_source=kollegeapply&utm_medium=bk01&utm_campaign=2026,,,Yes,200,200,,,,ca405,cb405,cc405,cm405,cs405,ce405,cw405,cad405,cap405,cv405,,No,Dashboard,,Dashboard,,
406,12000406,7037966,"Ecole Intuit Lab, New Delhi",,Onboarded,Active,College/University,East,Delhi,New Delhi,Viswajeet Biswal,Yashveer Singh,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Not received yet,Design,Client,CPS,Admission,API,-,-,NPF 6,Received,Ecole Intuit Lab Delhi,,Mask,,,3000,50,5,25-Feb-2026,26-Feb-2026,,47,"No, but we can run",Not Running,NA,,,,,,500,,,,ca406,cb406,cc406,cm406,cs406,ce406,cw406,cad406,cap406,cv406,,,Dashboard,Paid Applications,,,
407,12000407,7007176,JS Institute of Design,,Onboarded,Active,College/University,East,Delhi,New Delhi,Viswajeet Biswal,Yashveer Singh,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Not received yet,Design,Client,CPS,Admission,API,-,-,NPF 6,Received,Ecole Intuit Lab Delhi,,Mask,,,3000,50,5,25-Feb-2026,26-Feb-2026,,47,,Not Running,NA,,,,,,500,,,,ca407,cb407,cc407,cm407,cs407,ce407,cw407,cad407,cap407,cv407,,,Dashboard,Paid Applications,,,
408,12000408,7050817,Indore Institute of Law,,Onboarded,Active,College/University,West,Madhya Pradesh,Indore,Mayank Kothari,Himanshu Bhatt,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,Law courses,Client,CPA,Application,API,100,200,LSQ,Received,,,,,,20000,75,,26-Feb-2026,26-Feb-2026,,47,Yes - Open,Not Running,,,,,,,,,,,ca408,cb408,cc408,cm408,cs408,ce408,cw408,cad408,cap408,cv408,,,,,,,
409,12000409,7004311,Idyllic Institute of Management,,Onboarded,Active,College/University,West,Madhya Pradesh,Indore,Mayank Kothari,Himanshu Bhatt,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All Courses,Client,CPA,Application,API,100,200,LSQ,Received,,,,,,15000,50,,26-Feb-2026,26-Feb-2026,,47,Yes - Open,Not Running,,,,,,,,,,,ca409,cb409,cc409,cm409,cs409,ce409,cw409,cad409,cap409,cv409,,,,,,,
410,12000410,7042614,Jagran Lakecity University,,Onboarded,Active,College/University,West,Madhya Pradesh,Bhopal,Mayank Kothari,Mayank Kothari,Govind Mahara,Ankit Kumar,Ankit Kumar,In Process,All courses except BBA,Client,CPS,Application,API,50,150,NPF 6,Received,,,,,,12000,,50,26-Feb-2026,26-Feb-2026,,47,No,Not Running,,,,,,,,,,,ca410,cb410,cc410,cm410,cs410,ce410,cw410,cad410,cap410,cv410,,,Dashboard,Paid Applications,Dashboard,Enrolment Status,
411,12000411,7042257,ADTU,,Onboarded,Active,College/University,East,Assam,Guwahati,Viswajeet Biswal,Nikita Jha,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be Received,"BA, B.Arch, BBA, BCA, B.Com, B.Des, BHM, BMLT, B.optom, B.Pharma, BPT, B.Tech, MBA, MCA, MSW, M.Sc, MA",Client,CPS,Admission,API,100,s,NPF,Received,Assam down town University,,Mask,https://apply.adtu.in/domestic/?utm_source=kollegeapply&utm_medium=textlinkc&utm_campaign=2026,,20000,,200,27-Feb-2026,27-Feb-2026,,46,No,Not Running,NA,,,,Yes,,100,,,,ca411,cb411,cc411,cm411,cs411,ce411,cw411,cad411,cap411,cv411,,Yes,Dashboard,Paid Applications,,,
412,12000412,7054074,NIET Business School,,Onboarded,Active,College/University,East,Uttar Pradesh,Greater Noida,Viswajeet Biswal,Yashveer Singh,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Yes,PGDM,Client,CPS,Admission,API,-,-,LSQ,Received,59023-Noida Institute Of Engineering & Technology,,Mask,https://www.nietbschool.ac.in/apply-now,,2000,30,10,27-Feb-2026,27-Feb-2026,,46,"No, but we can run",Not Running,NA,,,,Yes,,50,,,,ca412,cb412,cc412,cm412,cs412,ce412,cw412,cad412,cap412,cv412,,No,,,Lead Stage,,
413,12000413,7054075,"ASM NextGen, Pune",,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,,B.Tech/BCA/MCA,Client,CPL,Admission,API,20,30,NPF 4,Received,,,,,,,,,22-Feb-2026,22-Feb-2026,,51,,,,,,,,,60,,,,ca413,cb413,cc413,cm413,cs413,ce413,cw413,cad413,cap413,cv413,,,,,,,
414,12000414,7054180,"ASM IPS, Pune",,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,,,Client,CPL,Admission,API,20,60,Extraaedge,Received,,,,,,300,,3,14-Feb-2026,22-Feb-2026,,51,,,,,,,,,60,,,,ca414,cb414,cc414,cm414,cs414,ce414,cw414,cad414,cap414,cv414,,,,,,,
415,12000415,7054179,"ASM IIBR, Pune",,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,,,Client,CPL,Admission,API,20,60,NPF 4,Received,,,,,,600,,5,14-Feb-2026,22-Feb-2026,,51,,,,,,,,,60,,,,ca415,cb415,cc415,cm415,cs415,ce415,cw415,cad415,cap415,cv415,,,,,,,
416,12000416,7030535,"ASM CSIT, Pune",,Onboarded,Active,College/University,West,Maharashtra,Pune,Manoj Sharma,Jaswinder Singh,Govind Mahara,Aadesh Kumar,Taniya,,,Client,CPL,Admission,API,20,60,Extraaedge,Received,,,,,,1000,,5,14-Feb-2026,22-Feb-2026,,51,,,,,,,,,60,,,,ca416,cb416,cc416,cm416,cs416,ce416,cw416,cad416,cap416,cv416,,,,,,,
417,12000417,7054197,St. Marry Rehabilation University,,Onboarded,Active,College/University,North,Telangana,Yadadri Bhongir,Karan Juneja,Chandra Prakash,Dinesh Singh,Dinesh Singh,Ayush Goel,Pending,All Courses,Client,CPS,Admission,API,100,1000,Client,Not Received,,,,,,,50,,27-Feb-2026,25-Mar-2026,,20,No,Not Running,,,,,No,1000,1000,,,,ca417,cb417,cc417,cm417,cs417,ce417,cw417,cad417,cap417,cv417,,,,,,,
418,12000418,,Sri Sri University - UG,,Onboarded,Pending,College/University,East,Odisha,Bhubaneswar,Viswajeet Biswal,Abhitosh Das,Dinesh Singh,Anubha Agrawal,Nilesh Kumar,Will be received,All Courses,Client,CPL,Admission,API,10,100,NPF 4,Received,Sri Sri University,,UnMask,,,9000,,90,26-Feb-2026,26-Feb-2026,,47,,Not Running,NA,,,,,,150,,,,ca418,cb418,cc418,cm418,cs418,ce418,cw418,cad418,cap418,cv418,,,Dashboard,Paid Applications,,,UG & PG both integration is in one.
